,Unnamed: 0,Date,region,type,4046,4225,4770,year,TotalVolume,Price,Prop,month
2799,17540,2017-03-05,West,organic,61166.48,55123.99,126.8,2017,367519.17,0.99,0.05223844688071888,3
1217,15958,2017-01-08,LosAngeles,organic,18961.66,33123.81,3.12,2017,112953.28,1.19,0.03492772127479726,1
512,15253,2017-04-30,CincinnatiDayton,organic,243.48,4877.17,0.0,2017,13924.31,1.66,0.05425593330206791,4
3031,17772,2018-03-04,GrandRapids,organic,78.5,7765.2,0.0,2018,17987.77,1.01,0.11574585185641327,3
1827,16568,2017-07-09,Pittsburgh,organic,965.46,11.98,0.0,2017,7955.6,1.58,0.06388445358379613,7
992,15733,2017-04-09,Houston,organic,9013.96,1885.24,0.0,2017,40655.85,0.93,0.03163015714145045,4
1420,16161,2017-03-12,Nashville,organic,523.31,1918.64,0.0,2017,11558.79,0.61,0.04227961919632728,3
409,15150,2017-04-09,Charlotte,organic,247.84,5759.67,705.1,2017,8814.73,2.02,0.04195220262711175,4
1083,15824,2017-07-23,Jacksonville,organic,121.1,583.91,0.0,2017,1971.67,2.04,0.011268882180406779,7
2049,16790,2017-04-30,RichmondNorfolk,organic,597.65,5030.44,184.19,2017,10361.33,1.77,0.03506487590725493,4
1140,15881,2017-06-25,LasVegas,organic,1963.82,3093.37,0.0,2017,10909.04,1.67,0.02921553926762699,6
1777,16518,2017-06-18,PhoenixTucson,organic,3206.8,3475.47,0.0,2017,9720.05,1.97,0.0072732118517155895,6
455,15196,2017-05-28,Chicago,organic,61.8,43856.32,0.0,2017,48877.42,1.93,0.058891069614786185,5
872,15613,2017-07-16,HarrisburgScranton,organic,184.6,186.95,15.81,2017,17319.13,1.56,0.07163946167602986,7
835,15576,2017-03-26,GreatLakes,organic,4955.2,80775.44,0.0,2017,244035.03,1.08,0.07517488590152,3
407,15148,2017-04-23,Charlotte,organic,280.54,4591.39,403.0,2017,7040.71,2.58,0.03087884704398625,4
3066,17807,2018-03-11,HartfordSpringfield,organic,147.46,8428.14,2.8,2018,17722.27,2.15,0.05328891675674563,3
2081,16822,2017-09-24,Roanoke,organic,226.04,1466.48,0.0,2017,7802.86,2.08,0.06198465345881843,9
898,15639,2017-01-15,HarrisburgScranton,organic,308.39,178.54,9.18,2017,8630.41,1.88,0.033171195517650576,1
1963,16704,2017-12-17,RaleighGreensboro,organic,77.21,4392.7,150.91,2017,10729.32,2.03,0.04065768061083597,12
1778,16519,2017-06-11,PhoenixTucson,organic,3437.29,3283.35,0.0,2017,10265.31,1.94,0.007189248783167956,6
165,14906,2017-11-19,Boise,organic,55.94,538.92,0.0,2017,1863.13,1.85,0.02982672092413796,11
2772,17513,2017-09-10,West,organic,21079.04,30452.07,74.05,2017,149611.1,2.46,0.033763079342429614,9
2276,17017,2017-01-15,SanFrancisco,organic,5875.7,8476.23,0.0,2017,17202.67,2.7,0.019876682938444582,1
3430,18171,2018-02-11,Spokane,organic,243.98,1330.99,0.0,2018,4099.32,1.66,0.04136106948813434,2
1916,16657,2017-11-05,Portland,organic,2068.98,2392.02,0.0,2017,17023.02,2.45,0.024367753239391443,11
319,15060,2017-12-24,California,organic,25276.34,58176.83,0.0,2017,138506.44,1.82,0.0252516643897136,12
2149,16890,2017-06-11,Sacramento,organic,2177.24,3527.98,0.0,2017,6504.06,2.5,0.01454798590093076,6
1087,15828,2017-06-25,Jacksonville,organic,512.79,2421.93,0.0,2017,4087.75,2.25,0.0221813609715813,6
1013,15754,2017-11-19,Indianapolis,organic,96.95,999.16,0.0,2017,6294.98,1.42,0.03407628717020195,11
1256,15997,2017-04-16,Louisville,organic,5.55,1947.76,0.0,2017,4904.41,1.34,0.046711367028551054,4
2718,17459,2017-09-17,TotalUS,organic,140979.17,243233.57,891.6,2017,1074567.7,2.0,0.0405964939566158,9
344,15085,2017-07-02,California,organic,20969.94,58901.69,9.35,2017,163970.9,1.73,0.02421570210018309,7
3392,18133,2018-02-25,SouthCarolina,organic,212.48,4438.03,95.27,2018,17191.34,1.41,0.040652964839818166,2
893,15634,2017-02-19,HarrisburgScranton,organic,3590.54,2202.3,10.47,2017,13264.69,1.62,0.05577948468812111,2
2094,16835,2017-06-25,Roanoke,organic,253.77,2759.2,0.0,2017,8870.49,1.42,0.057227882258233276,6
3385,18126,2018-01-21,Seattle,organic,928.1,12632.06,23.62,2018,33986.68,2.02,0.05355130238491557,1
816,15557,2017-08-06,GreatLakes,organic,3724.58,32794.35,4.87,2017,125026.87,1.65,0.03589893269740918,8
3168,17909,2018-01-28,Midsouth,organic,3033.33,48878.5,911.57,2018,162896.45,1.62,0.04275206953001687,1
2770,17511,2017-09-24,West,organic,17650.08,22295.44,42.34,2017,111321.19,2.4,0.028154044019510268,9
761,15502,2017-08-20,GrandRapids,organic,23.42,35.82,0.0,2017,7502.05,1.13,0.05665738318495295,8
2835,17576,2017-07-02,WestTexNewMexico,organic,2454.99,3470.63,0.0,2017,20486.25,1.59,0.019621516616303403,7
1994,16735,2017-05-14,RaleighGreensboro,organic,182.76,6859.79,373.56,2017,9771.04,2.44,0.030413815130267863,5
2195,16936,2017-07-30,SanDiego,organic,819.66,6870.21,0.0,2017,12594.87,2.37,0.027583518862426826,7
1095,15836,2017-04-30,Jacksonville,organic,1050.08,127.02,0.0,2017,2473.97,2.07,0.010193462227943706,4
1532,16273,2017-01-29,NewYork,organic,6492.22,19169.83,74.51,2017,46602.16,2.08,0.03538061087988531,1
2315,17056,2017-04-23,Seattle,organic,1787.17,12544.82,4.07,2017,56242.52,1.39,0.07928815397689881,4
998,15739,2017-02-26,Houston,organic,10310.15,22.14,0.0,2017,43969.52,0.91,0.027631077067560076,2
1439,16180,2017-11-05,NewOrleansMobile,organic,110.32,92.85,0.0,2017,5876.27,1.7,0.02539007249707881,11
2174,16915,2017-12-24,SanDiego,organic,849.59,9042.84,0.0,2017,15276.68,1.82,0.03702461292812553,12
1511,16252,2017-06-25,NewYork,organic,5993.84,27972.54,1229.15,2017,68542.66,2.36,0.043104775744567066,6
3490,18231,2018-02-11,West,organic,24732.55,61713.53,243.0,2018,275248.53,1.47,0.03556760039949225,2
4,14745,2017-12-03,Albany,organic,118.55,306.55,0.0,2017,3577.04,1.44,0.02491893946402524,12
3441,18182,2018-02-18,StLouis,organic,1253.21,756.65,3.53,2018,7007.39,1.76,0.03896140144706839,2
2441,17182,2017-12-10,Southeast,organic,907.78,12906.41,91.79,2017,79396.08,1.48,0.019036841430094542,12
2891,17632,2018-02-04,BaltimoreWashington,organic,1201.51,7408.22,85.69,2018,41615.66,1.59,0.0328531128843238,2
463,15204,2017-04-02,Chicago,organic,538.54,51259.58,0.0,2017,56046.88,1.94,0.07653042295988066,4
2337,17078,2017-11-26,SouthCarolina,organic,81.64,3171.89,45.88,2017,12659.93,1.54,0.04489624565659223,11
877,15618,2017-06-11,HarrisburgScranton,organic,395.39,228.26,1254.41,2017,12229.0,2.27,0.04992289894260527,6
2072,16813,2017-11-26,Roanoke,organic,247.15,1535.64,0.0,2017,6698.22,1.56,0.06776541916158574,11
1829,16570,2017-06-25,Pittsburgh,organic,165.75,0.0,0.0,2017,2406.34,1.54,0.01962473446943347,6
940,15681,2017-04-02,HartfordSpringfield,organic,495.0,6057.25,0.0,2017,13121.84,2.42,0.04649633511786433,4
2053,16794,2017-04-02,RichmondNorfolk,organic,783.17,4621.86,247.98,2017,11559.75,1.41,0.038587161286439686,4
736,15477,2017-02-05,Detroit,organic,741.19,4326.69,0.0,2017,16174.94,0.85,0.019873991667636703,2
1666,16407,2017-07-23,Orlando,organic,89.48,833.81,0.0,2017,4731.7,1.79,0.012911724078500277,7
2429,17170,2017-02-26,SouthCentral,organic,34520.03,6936.39,0.0,2017,171145.0,0.99,0.02451951521030871,2
1655,16396,2017-10-08,Orlando,organic,198.53,1046.76,0.0,2017,4734.25,2.27,0.01529163457391014,10
485,15226,2017-11-05,CincinnatiDayton,organic,194.06,2940.82,0.0,2017,13199.3,1.92,0.0395631006922621,11
3424,18165,2018-03-25,Spokane,organic,266.92,1707.42,2.21,2018,5750.56,1.59,0.054387422237106575,3
479,15220,2017-12-17,CincinnatiDayton,organic,371.48,4597.17,0.0,2017,9465.99,1.73,0.05297562010810253,12
469,15210,2017-02-19,Chicago,organic,324.96,28155.69,0.0,2017,36645.7,1.6,0.0478998672044193,2
2661,17402,2017-10-15,Tampa,organic,125.79,659.65,0.0,2017,3288.85,2.7,0.00992620020975443,10
1178,15919,2017-10-08,LosAngeles,organic,5549.94,22828.93,0.0,2017,59194.04,2.28,0.03343424714716159,10
351,15092,2017-05-14,California,organic,29347.26,61178.45,7.82,2017,167406.47,1.76,0.025605037219804002,5
3300,18041,2018-01-28,Portland,organic,2550.43,2656.25,0.0,2018,21678.23,1.8,0.042643611480180484,1
3470,18211,2018-01-14,Tampa,organic,106.98,496.61,0.0,2018,7238.04,1.53,0.015947470494643512,1
2108,16849,2017-03-19,Roanoke,organic,222.33,2146.38,0.0,2017,7983.96,1.2,0.05336794959163349,3
2860,17601,2018-03-25,Albany,organic,42.95,272.41,0.0,2018,2321.82,1.71,0.015303491364787147,3
2741,17482,2017-04-09,TotalUS,organic,148803.12,362152.44,8972.11,2017,1387436.32,1.43,0.038355420065480206,4
530,15271,2017-12-31,Columbus,organic,446.28,1042.43,0.0,2017,15852.37,1.14,0.06687179387668274,12
2359,17100,2017-06-25,SouthCarolina,organic,191.83,5205.01,117.4,2017,17275.62,1.67,0.04076397272765109,6
2584,17325,2017-03-26,StLouis,organic,1579.74,513.18,0.0,2017,11292.61,1.24,0.09237077583170517,3
2652,17393,2017-12-17,Tampa,organic,65.61,564.27,0.0,2017,5609.58,1.58,0.012338012150794664,12
1763,16504,2017-09-24,PhoenixTucson,organic,3328.26,270.47,0.0,2017,12410.32,1.81,0.01778355523824604,9
1229,15970,2017-10-22,Louisville,organic,9.09,1048.94,0.0,2017,4195.97,1.82,0.06321611100322233,10
2654,17395,2017-12-03,Tampa,organic,40.64,534.88,0.0,2017,4677.74,1.61,0.012109627264215828,12
3103,17844,2018-03-04,Jacksonville,organic,176.31,1177.74,0.0,2018,6562.68,1.92,0.027752942365538824,3
1718,16459,2017-07-30,Philadelphia,organic,689.81,4317.72,6.13,2017,21425.41,1.74,0.05035879455034487,7
3495,18236,2018-01-07,West,organic,34734.97,62967.74,157.77,2018,297190.6,1.48,0.04465030139794035,1
3106,17847,2018-02-11,Jacksonville,organic,165.47,836.48,6.51,2018,5216.61,1.83,0.021756372222179743,2
3370,18111,2018-02-11,SanFrancisco,organic,9960.19,9215.13,0.0,2018,21708.65,2.22,0.025696928715920886,2
837,15578,2017-03-12,GreatLakes,organic,4366.07,65744.45,0.0,2017,206958.43,1.08,0.06696762612972085,3
1100,15841,2017-03-26,Jacksonville,organic,682.39,192.24,10.18,2017,4455.27,1.47,0.028879955407643213,3
3369,18110,2018-02-18,SanFrancisco,organic,9721.38,9543.71,0.0,2018,21551.76,2.25,0.01841044661650804,2
906,15647,2017-11-26,HartfordSpringfield,organic,31.69,2682.97,0.0,2017,11541.99,1.9,0.047903804163832775,11
20,14761,2017-08-13,Albany,organic,42.86,207.29,0.0,2017,2259.92,1.9,0.016699286848705808,8
3256,17997,2018-03-25,PhoenixTucson,organic,2399.71,3164.8,0.0,2018,15372.8,1.52,0.009043299685738138,3
481,15222,2017-12-03,CincinnatiDayton,organic,184.1,3716.8,0.0,2017,6856.14,1.72,0.02212742022592107,12
30,14771,2017-06-04,Albany,organic,54.47,352.85,0.0,2017,3771.39,1.63,0.04255958063681775,6
2394,17135,2017-10-29,SouthCentral,organic,20556.39,2692.5,0.0,2017,105902.71,1.73,0.020082731035435564,10
3227,17968,2018-02-04,NorthernNewEngland,organic,5.37,268.37,0.0,2018,19108.24,1.57,0.022055531987858926,2
1993,16734,2017-05-21,RaleighGreensboro,organic,311.21,5215.69,311.21,2017,8322.8,2.63,0.025960403615841177,5
1591,16332,2017-12-24,NorthernNewEngland,organic,0.0,463.23,0.0,2017,25227.4,1.76,0.06762670020739125,12
967,15708,2017-10-01,Houston,organic,11150.15,8.31,0.0,2017,23587.7,1.89,0.02322705331096997,10
364,15105,2017-02-12,California,organic,27367.52,55812.63,20.18,2017,151754.58,1.54,0.02163616597312457,2
939,15680,2017-04-09,HartfordSpringfield,organic,198.37,4395.88,12.4,2017,11045.91,2.6,0.037371778332595966,4
2467,17208,2017-06-11,Southeast,organic,9471.52,17769.48,195.84,2017,98734.76,1.43,0.023233066959716053,6
1899,16640,2017-02-26,Plains,organic,6058.09,24558.45,1293.32,2017,76034.02,1.39,0.03647944708698947,2
1370,16111,2017-02-19,Midsouth,organic,4325.51,48328.21,1888.62,2017,148184.85,1.14,0.04815047653764315,2
2725,17466,2017-07-30,TotalUS,organic,100332.24,270534.58,2135.74,2017,1091590.78,1.78,0.033231890780258344,7
1940,16681,2017-05-21,Portland,organic,6687.57,3688.01,8.42,2017,50366.31,1.18,0.06290184117324171,5
3198,17939,2018-03-11,NewYork,organic,10655.17,33419.62,144.52,2018,108114.03,1.92,0.0580270390340496,3
256,14997,2017-02-26,Boston,organic,13.18,1274.78,0.0,2017,14572.36,2.01,0.023743131859403355,2
2181,16922,2017-11-05,SanDiego,organic,761.73,10819.54,0.0,2017,16452.21,1.6,0.03226697177511506,11
1669,16410,2017-07-02,Orlando,organic,811.06,4168.04,0.0,2017,8059.1,2.17,0.019086732836659626,7
404,15145,2017-05-14,Charlotte,organic,420.54,6462.38,585.26,2017,9005.08,2.21,0.038543857255194935,5
1664,16405,2017-08-06,Orlando,organic,115.65,823.15,0.0,2017,4035.77,1.82,0.012215110426078923,8
1913,16654,2017-11-26,Portland,organic,1191.41,5754.51,3.4,2017,32304.55,1.47,0.08766581396759343,11
2862,17603,2018-03-11,Albany,organic,131.67,229.56,0.0,2018,2570.52,1.68,0.01746048598121697,3
1418,16159,2017-03-26,Nashville,organic,422.08,1987.08,0.0,2017,9755.34,0.77,0.034051452447154795,3
1639,16380,2017-01-22,NorthernNewEngland,organic,2.54,185.06,0.0,2017,13492.85,1.89,0.026157138122545942,1
3055,17796,2018-03-04,HarrisburgScranton,organic,659.11,396.33,20.94,2018,18968.96,1.43,0.06157554922590725,3
1176,15917,2017-10-22,LosAngeles,organic,7845.81,20466.32,0.0,2017,68637.55,1.99,0.03369083825007335,10
1965,16706,2017-12-03,RaleighGreensboro,organic,74.33,5140.66,214.87,2017,10433.94,2.11,0.03283871039622144,12
1539,16280,2017-12-17,Northeast,organic,13706.54,34143.68,94.76,2017,222261.39,1.66,0.0596432266253556,12
686,15427,2017-01-15,Denver,organic,18780.82,3010.21,270.75,2017,50686.37,0.73,0.058974801202930076,1
112,14853,2017-11-19,BaltimoreWashington,organic,839.81,7176.02,74.84,2017,28942.29,1.8,0.042961334192116014,11
2009,16750,2017-01-29,RaleighGreensboro,organic,210.3,5718.04,367.53,2017,12400.14,1.63,0.040175470216980425,1
502,15243,2017-07-09,CincinnatiDayton,organic,172.45,4678.2,0.0,2017,21313.42,1.29,0.07706422787941736,7
2450,17191,2017-10-08,Southeast,organic,1400.23,16197.16,96.54,2017,76471.6,2.13,0.02428705873224124,10
1211,15952,2017-02-19,LosAngeles,organic,13178.37,33656.51,1.61,2017,115734.75,1.19,0.03674523641834904,2
2126,16867,2017-11-19,Sacramento,organic,2684.95,2463.04,0.0,2017,7725.77,1.69,0.02277659431546386,11
2085,16826,2017-08-27,Roanoke,organic,311.6,2074.07,0.0,2017,6628.13,2.17,0.0497327554602538,8
2270,17011,2017-02-26,SanFrancisco,organic,6707.73,8785.72,0.0,2017,18753.79,2.52,0.02059854501952829,2
189,14930,2017-06-04,Boise,organic,72.25,651.54,0.0,2017,4579.54,1.27,0.044444375431204615,6
1128,15869,2017-09-17,LasVegas,organic,1148.88,131.26,0.0,2017,5487.1,2.39,0.02656987345039141,9
2692,17433,2017-03-12,Tampa,organic,1233.55,97.2,0.0,2017,2856.05,2.56,0.009124551364110832,3
630,15371,2017-02-05,DallasFtWorth,organic,7770.9,205.02,0.0,2017,17169.39,1.3,0.009593601603655631,2
1077,15818,2017-09-03,Jacksonville,organic,195.87,675.34,4.81,2017,3200.72,2.42,0.021275276238861496,9
1845,16586,2017-03-05,Pittsburgh,organic,817.44,29.79,0.0,2017,6643.48,1.43,0.036661648196998686,3
1301,16042,2017-06-11,MiamiFtLauderdale,organic,837.58,250.77,0.0,2017,6104.29,1.89,0.008686812825025814,6
2395,17136,2017-10-22,SouthCentral,organic,18976.94,2868.24,0.0,2017,109427.04,1.73,0.02176123954227871,10
3364,18105,2018-03-25,SanFrancisco,organic,10102.62,10778.96,0.0,2018,34687.2,1.64,0.028019615572638545,3
821,15562,2017-07-02,GreatLakes,organic,3073.22,71442.71,0.0,2017,169966.3,1.58,0.038450779592670736,7
3151,17892,2018-03-04,MiamiFtLauderdale,organic,420.45,893.13,0.0,2018,11549.64,1.56,0.012934426472397731,3
858,15599,2017-10-22,HarrisburgScranton,organic,189.7,237.13,6.16,2017,21532.06,1.48,0.09458524275771707,10
151,14892,2017-02-19,BaltimoreWashington,organic,1775.21,10428.06,261.83,2017,21623.61,1.81,0.029107771353793832,2
1545,16286,2017-11-05,Northeast,organic,10655.06,27191.48,115.51,2017,239371.8,1.82,0.06413691828243173,11
1239,15980,2017-08-13,Louisville,organic,0.0,1252.59,0.0,2017,2741.48,1.67,0.0285009750076386,8
1020,15761,2017-10-01,Indianapolis,organic,154.85,1188.01,0.0,2017,7780.31,1.68,0.056881819057808536,10
411,15152,2017-03-26,Charlotte,organic,276.46,5908.44,559.41,2017,8724.0,2.01,0.037282763478430514,3
3200,17941,2018-02-25,NewYork,organic,12369.59,43197.79,217.92,2018,112128.84,1.72,0.0649098854720287,2
2336,17077,2017-12-03,SouthCarolina,organic,79.51,3753.83,98.72,2017,12670.32,1.49,0.03494582788795286,12
1153,15894,2017-03-26,LasVegas,organic,1879.08,4266.97,0.0,2017,17776.08,1.21,0.05174826156055068,3
531,15272,2017-12-24,Columbus,organic,348.31,1173.86,0.0,2017,7093.59,1.54,0.04811966330297968,12
842,15583,2017-02-05,GreatLakes,organic,4548.46,70014.08,0.0,2017,149650.5,1.14,0.022253400969289742,2
1000,15741,2017-02-12,Houston,organic,8043.9,57.63,1.99,2017,33984.51,0.92,0.023360333713416503,2
3155,17896,2018-02-04,MiamiFtLauderdale,organic,261.74,589.27,0.0,2018,9193.3,1.5,0.006965334578471039,2
3166,17907,2018-02-11,Midsouth,organic,2778.55,41083.21,661.32,2018,157203.29,1.6,0.03969063063317591,2
253,14994,2017-03-19,Boston,organic,154.68,1066.04,0.0,2017,18134.67,2.06,0.032460132423640764,3
2940,17681,2018-01-28,California,organic,30070.62,58357.89,0.0,2018,170998.81,1.87,0.0271209741006867,1
978,15719,2017-07-16,Houston,organic,9407.53,87.45,0.0,2017,33582.24,1.41,0.028534655963785908,7
798,15539,2017-12-10,GreatLakes,organic,3001.05,51148.46,0.0,2017,148882.83,1.49,0.04369956759090099,12
3140,17881,2018-02-25,Louisville,organic,1.0,1293.28,0.0,2018,3673.2,1.59,0.03557453621727391,2
917,15658,2017-09-10,HartfordSpringfield,organic,87.47,3878.36,1.4,2017,18016.66,2.08,0.06898952240865397,9
1424,16165,2017-02-12,Nashville,organic,337.21,2693.07,0.0,2017,13802.0,0.66,0.04839487299063272,2
2113,16854,2017-02-12,Roanoke,organic,212.09,3013.89,0.0,2017,11414.9,0.88,0.06693068213194298,2
2305,17046,2017-07-02,Seattle,organic,1634.38,18664.45,43.0,2017,34268.25,2.35,0.04778135396321603,7
159,14900,2017-12-31,Boise,organic,78.28,646.17,0.0,2017,2017.17,1.72,0.024700805028988197,12
999,15740,2017-02-19,Houston,organic,8836.46,167.97,0.0,2017,41481.08,0.89,0.03366451848319396,2
3131,17872,2018-02-04,LosAngeles,organic,12267.41,21472.21,0.0,2018,100274.88,1.6,0.019392319349001208,2
460,15201,2017-04-23,Chicago,organic,144.02,46354.05,0.0,2017,50574.88,1.67,0.06568657774105124,4
1837,16578,2017-04-30,Pittsburgh,organic,902.11,3.64,0.0,2017,9892.96,1.49,0.045917038395209435,4
2979,17720,2018-01-07,CincinnatiDayton,organic,710.55,5212.44,0.0,2018,13141.82,1.71,0.041491564834346906,1
2385,17126,2017-12-31,SouthCentral,organic,25221.46,3103.46,0.0,2017,115959.77,1.41,0.01850434138545209,12
555,15296,2017-07-09,Columbus,organic,584.28,2285.45,0.0,2017,9167.98,1.38,0.036783829651980016,7
3315,18056,2018-01-07,RaleighGreensboro,organic,123.72,6416.92,209.38,2018,48277.42,1.02,0.13209054694428246,1
1931,16672,2017-07-23,Portland,organic,2185.42,10316.01,8.19,2017,28248.08,2.35,0.044528889217330336,7
440,15181,2017-09-10,Chicago,organic,245.66,17923.99,0.0,2017,26481.45,1.96,0.04291471548153525,9
3092,17833,2018-02-25,Indianapolis,organic,256.43,1278.39,0.0,2018,9345.93,1.45,0.045377123572796,2
416,15157,2017-02-19,Charlotte,organic,299.88,4076.97,598.59,2017,9418.55,1.67,0.04528661778773502,2
691,15432,2017-12-17,Detroit,organic,403.25,2548.98,0.0,2017,17065.4,1.41,0.04418087903623591,12
1838,16579,2017-04-23,Pittsburgh,organic,1047.28,9.11,0.0,2017,11740.75,1.51,0.09078838255130917,4
423,15164,2017-01-01,Charlotte,organic,120.83,3134.68,489.12,2017,7225.07,1.7,0.03221500132626432,1
3167,17908,2018-02-04,Midsouth,organic,2791.08,40524.45,680.12,2018,158995.14,1.69,0.029198021472040207,2
664,15405,2017-06-18,Denver,organic,8640.24,2043.28,54.52,2017,28462.96,1.25,0.030965392255253188,6
3216,17957,2018-01-28,Northeast,organic,23903.56,45738.71,143.8,2018,319174.35,1.56,0.05319455489710734,1
1739,16480,2017-03-05,Philadelphia,organic,6022.07,9870.34,2.21,2017,22547.41,1.76,0.052132997837260886,3
1941,16682,2017-05-14,Portland,organic,5546.5,3638.93,8.47,2017,48275.47,1.3,0.059348550428073736,5
3007,17748,2018-03-04,Denver,organic,5776.81,588.5,10.66,2018,24300.28,1.55,0.025345510608736688,3
174,14915,2017-09-17,Boise,organic,67.41,563.56,0.0,2017,1491.87,2.65,0.022323905599359373,9
2966,17707,2018-01-14,Chicago,organic,133.39,31177.44,0.0,2018,44955.89,1.79,0.0556416853832985,1
2431,17172,2017-02-12,SouthCentral,organic,34932.59,5509.9,2.91,2017,121268.68,1.12,0.016926690513586085,2
200,14941,2017-03-19,Boise,organic,6.42,539.13,0.0,2017,2665.45,1.25,0.02981725500031485,3
3146,17887,2018-01-14,Louisville,organic,0.0,1199.91,0.0,2018,3737.85,1.54,0.029771647556452563,1
2521,17262,2017-06-04,Spokane,organic,458.07,1976.71,0.0,2017,5718.65,1.56,0.055266065032782315,6
628,15369,2017-02-19,DallasFtWorth,organic,7619.05,231.61,0.0,2017,20393.29,1.17,0.017026954932012006,2
2751,17492,2017-01-29,TotalUS,organic,131808.29,292584.44,3524.96,2017,953206.1,1.43,0.023637046487267388,1
3303,18044,2018-01-07,Portland,organic,3740.22,6593.66,0.0,2018,27296.2,1.59,0.0458926103636812,1
3352,18093,2018-03-25,SanDiego,organic,865.91,10936.47,0.0,2018,19086.94,1.75,0.037616488651449835,3
1351,16092,2017-07-02,Midsouth,organic,2774.67,52195.81,1321.72,2017,120458.72,1.78,0.03607174293734361,7
3264,18005,2018-01-28,PhoenixTucson,organic,1802.37,2243.06,0.0,2018,13125.79,1.69,0.00817672198517938,1
572,15313,2017-03-12,Columbus,organic,656.68,3678.24,0.0,2017,17118.8,0.83,0.10886688151152413,3
